Time,PlayerSpeed,MonsterSpeed,DistanceToPlayer
28.92,6.38,0.00,6.82
28.92,6.25,0.00,6.81
28.92,6.00,0.00,6.81
28.92,6.01,0.00,6.81
28.93,6.03,0.00,6.80
28.93,6.06,0.00,6.80
28.93,6.11,0.00,6.80
28.93,6.16,0.00,6.80
28.94,6.22,0.00,6.80
28.94,6.30,0.00,6.80
28.94,6.38,0.00,6.79
28.94,6.29,0.00,6.79
28.94,6.00,0.00,6.79
28.95,6.00,0.00,6.79
28.95,6.02,0.00,6.78
28.95,6.05,0.00,6.78
28.95,6.09,0.00,6.78
28.95,6.13,0.00,6.78
28.96,6.19,0.00,6.78
28.96,6.25,0.00,6.78
28.96,6.33,0.00,6.78
28.96,6.45,0.00,6.78
28.97,6.13,0.00,6.77
28.97,6.00,0.00,6.77
28.97,6.00,0.00,6.77
28.97,6.02,0.00,6.77
28.97,6.05,0.00,6.76
28.98,6.10,0.00,6.76
28.98,6.16,0.00,6.76
28.98,6.25,0.00,6.76
28.99,6.33,0.00,6.76
28.99,6.39,0.00,6.76
28.99,6.00,0.00,6.76
28.99,6.01,0.00,6.75
28.99,6.02,0.00,6.75
29.00,6.05,0.00,6.75
29.00,6.10,0.00,6.75
29.00,6.18,0.00,6.75
29.01,6.30,0.00,6.75
29.01,6.38,0.00,6.75
29.01,6.00,0.00,6.74
29.01,6.01,0.00,6.74
29.02,6.03,0.00,6.74
29.02,6.06,0.00,6.74
29.02,6.11,0.00,6.74
29.02,6.18,0.00,6.74
29.03,6.25,0.00,6.74
29.03,6.33,0.00,6.74
29.03,6.41,0.00,6.74
29.03,6.51,0.00,6.74
29.04,6.60,0.00,6.74
29.04,6.00,0.00,6.74
29.04,6.00,0.00,6.74
29.04,6.02,0.00,6.73
29.04,6.05,0.00,6.73
29.05,6.09,0.00,6.73
29.05,6.31,0.00,6.73
29.06,6.42,0.00,6.73
29.06,6.52,0.00,6.74
29.06,6.63,0.00,6.74
29.06,6.64,0.00,6.74
29.07,6.00,0.00,6.74
29.07,6.00,0.00,6.74
29.07,6.02,0.00,6.73
29.07,6.05,0.00,6.73
29.07,6.09,0.00,6.73
29.08,6.14,0.00,6.73
29.08,6.20,0.00,6.73
29.08,6.27,0.00,6.73
29.08,6.37,0.00,6.74
29.09,6.46,0.00,6.74
29.09,6.56,0.00,6.74
29.09,6.00,0.00,6.74
29.09,6.00,0.00,6.74
29.10,6.04,0.00,6.74
29.10,6.07,0.00,6.73
29.10,6.12,0.00,6.73
29.10,6.19,0.00,6.74
29.11,6.26,0.00,6.74
29.11,6.34,0.00,6.74
29.11,6.44,0.00,6.74
29.11,6.38,0.00,6.74
29.11,3.00,0.00,6.74
29.12,3.00,0.00,6.74
29.12,3.01,0.00,6.74
29.12,3.05,0.00,6.74
29.13,3.10,0.00,6.74
29.13,3.15,0.00,6.74
29.13,3.20,0.00,6.75
29.14,3.15,0.00,6.75
29.14,3.00,0.00,6.75
29.14,3.00,0.00,6.75
29.14,3.01,0.00,6.75
29.15,3.03,0.00,6.75
29.15,3.05,0.00,6.75
29.15,3.08,0.00,6.75
29.15,3.12,0.00,6.75
29.15,3.16,0.00,6.75
29.16,3.21,0.00,6.75
29.16,3.13,0.00,6.76
29.16,3.00,0.00,6.76
29.17,3.00,0.00,6.76
29.17,3.02,0.00,6.76
29.17,3.04,0.00,6.76
29.17,3.06,0.00,6.76
29.18,3.10,0.00,6.77
29.18,3.16,0.00,6.77
29.18,3.21,0.00,6.77
29.19,3.00,0.00,6.77
29.19,3.01,0.00,6.77
29.19,3.02,0.00,6.78
29.19,3.05,0.00,6.78
29.20,3.09,0.00,6.78
29.20,3.14,0.00,6.79
29.20,3.09,0.00,6.79
29.21,3.00,0.00,6.79
29.21,3.00,0.00,6.80
29.21,3.02,0.00,6.80
29.21,3.03,0.00,6.80
29.22,3.06,0.00,6.80
29.22,3.09,0.00,6.81
29.22,3.13,0.00,6.81
29.22,3.04,0.00,6.81
29.23,3.00,0.00,6.82
29.23,3.00,0.00,6.82
29.23,3.01,0.00,6.82
29.23,3.03,0.00,6.83
29.24,3.06,0.00,6.83
29.24,3.09,0.00,6.83
29.24,3.04,0.00,6.84
29.24,3.00,0.00,6.84
29.25,3.00,0.00,6.84
29.25,3.02,0.00,6.85
29.25,3.04,0.00,6.85
29.25,3.06,0.00,6.86
29.26,3.09,0.00,6.86
29.26,3.04,0.00,6.86
29.26,3.00,0.00,6.87
29.26,3.01,0.00,6.87
29.27,3.02,0.00,6.88
29.27,3.05,0.00,6.88
29.27,3.08,0.00,6.89
29.28,3.03,0.00,6.89
29.28,3.00,0.00,6.90
29.28,3.00,0.00,6.90
29.28,3.02,0.00,6.91
29.29,3.05,0.00,6.91
29.29,3.05,0.00,6.92
29.29,3.00,0.00,6.92
29.30,3.02,0.00,6.93
29.30,3.03,0.00,6.94
29.31,3.00,0.00,6.94
29.31,3.01,0.00,6.95
29.31,3.02,0.00,6.95
29.31,3.04,0.00,6.96
29.32,3.06,0.00,6.96
29.32,3.00,0.00,6.97
29.32,3.00,0.00,6.97
29.32,3.02,0.00,6.98
29.33,3.04,0.00,6.98
29.33,3.03,0.00,6.99
29.33,3.00,0.00,6.99
29.33,3.00,0.00,7.00
29.34,3.01,0.00,7.00
29.34,3.03,0.00,7.01
29.34,3.03,0.00,7.01
29.35,3.00,0.00,7.02
29.35,3.01,0.00,7.02
29.35,3.02,0.00,7.03
29.35,3.03,0.00,7.04
29.36,3.00,0.00,7.04
29.36,3.01,0.00,7.05
29.36,3.02,0.00,7.05
29.37,3.02,0.00,7.05
29.37,3.02,0.00,7.06
29.37,3.02,0.00,7.06
29.37,3.02,0.00,7.07
29.38,3.02,0.00,7.07
29.38,3.02,0.00,7.07
29.38,3.02,0.00,7.08
29.38,3.03,0.00,7.08
29.38,3.02,0.00,7.09
29.39,3.03,0.00,7.09
29.39,3.03,0.00,7.09
29.39,3.03,0.00,7.10
29.39,3.03,0.00,7.10
29.40,3.03,0.00,7.11
29.40,3.03,0.00,7.11
29.40,3.03,0.00,7.11
29.40,3.03,0.00,7.12
29.41,3.00,0.00,7.12
29.41,3.05,0.00,7.13
29.41,3.04,0.00,7.13
29.41,3.04,0.00,7.14
29.42,3.04,0.00,7.14
29.42,3.03,0.00,7.14
29.42,3.03,0.00,7.15
29.42,3.02,0.00,7.15
29.43,3.02,0.00,7.16
29.43,3.02,0.00,7.17
29.43,3.02,0.00,7.17
29.44,3.02,0.00,7.18
29.44,3.02,0.00,7.18
29.44,3.02,0.00,7.19
29.45,3.02,0.00,7.20
29.45,3.02,0.00,7.20
29.45,3.02,0.00,7.21
29.45,3.02,0.00,7.21
29.46,3.03,0.00,7.22
29.46,3.03,0.00,7.22
29.46,3.03,0.00,7.23
29.47,3.03,0.00,7.24
29.47,3.03,0.00,7.24
29.47,3.03,0.00,7.25
29.47,3.03,0.00,7.25
29.48,3.03,0.00,7.26
29.48,3.03,0.00,7.26
29.48,3.03,0.00,7.27
29.49,3.03,0.00,7.27
29.49,3.03,0.00,7.28
29.49,3.03,0.00,7.29
29.49,3.03,0.00,7.29
29.50,3.11,0.00,7.30
29.50,3.11,0.00,7.30
29.50,3.11,0.00,7.31
29.51,3.68,0.00,7.31
29.51,3.55,0.00,7.31
29.51,3.56,0.00,7.32
29.51,3.57,0.00,7.32
29.52,3.57,0.00,7.32
29.52,3.58,0.00,7.33
29.52,3.59,0.00,7.33
29.53,3.60,0.00,7.33
29.53,3.61,0.00,7.34
29.53,3.61,0.00,7.34
29.53,3.62,0.00,7.34
29.54,3.44,0.00,7.35
29.54,3.72,0.00,7.35
29.54,3.69,0.00,7.35
29.54,3.66,0.00,7.36
29.55,3.63,0.00,7.36
29.55,3.60,0.00,7.36
29.55,3.57,0.00,7.37
29.55,3.55,0.00,7.37
29.56,3.53,0.00,7.37
29.56,3.90,0.00,7.38
29.56,4.02,0.00,7.38
29.57,3.96,0.00,7.38
29.57,3.90,0.00,7.38
29.57,3.85,0.00,7.39
29.57,3.80,0.00,7.39
29.58,3.76,0.00,7.39
29.58,3.71,0.00,7.39
29.58,3.67,0.00,7.40
29.58,3.63,0.00,7.40
29.59,3.59,0.00,7.41
29.59,3.56,0.00,7.41
29.59,3.52,0.00,7.41
29.59,3.49,0.00,7.42
29.60,3.46,0.00,7.42
29.60,3.43,0.00,7.43
29.60,3.40,0.00,7.43
29.61,3.37,0.00,7.43
29.61,3.33,0.00,7.44
29.61,3.30,0.00,7.44
29.61,3.28,0.00,7.45
29.62,3.26,0.00,7.45
29.62,3.24,0.00,7.46
29.62,3.22,0.00,7.46
29.63,3.19,0.00,7.47
29.63,3.17,0.00,7.47
29.63,3.15,0.00,7.48
29.63,3.14,0.00,7.48
29.64,3.12,0.00,7.49
29.64,3.10,0.00,7.50
29.64,3.10,0.00,7.50
29.65,3.09,0.00,7.51
29.65,3.09,0.00,7.51
29.65,3.09,0.00,7.52
29.65,3.09,0.00,7.52
29.66,3.09,0.00,7.53
29.66,3.15,0.00,7.54
29.66,3.08,0.00,7.55
29.67,3.09,0.00,7.55
29.67,3.22,0.00,7.55
29.67,3.12,0.00,7.56
29.67,3.12,0.00,7.57
29.68,3.11,0.00,7.57
29.68,3.11,0.00,7.58
29.68,3.11,0.00,7.58
29.69,3.11,0.00,7.59
29.69,3.11,0.00,7.60
29.69,3.11,0.00,7.60
29.69,3.11,0.00,7.61
29.70,3.10,0.00,7.62
29.70,3.10,0.00,7.62
29.71,3.10,0.00,7.63
29.71,3.10,0.00,7.64
29.71,3.10,0.00,7.64
29.71,3.10,0.00,7.65
29.72,3.03,0.00,7.65
29.72,3.13,0.00,7.66
29.72,3.12,0.00,7.66
29.72,3.10,0.00,7.67
29.73,3.09,0.00,7.68
29.73,3.08,0.00,7.68
29.73,3.08,0.00,7.69
29.74,3.08,0.00,7.70
29.74,3.07,0.00,7.70
29.74,3.07,0.00,7.71
29.74,3.07,0.00,7.71
29.75,3.07,0.00,7.72
29.75,3.07,0.00,7.73
29.75,3.07,0.00,7.73
29.76,3.06,0.00,7.74
29.76,3.06,0.00,7.75
29.76,3.06,0.00,7.75
29.77,3.06,0.00,7.76
29.77,3.05,0.00,7.77
29.78,3.05,0.00,7.79
29.78,3.05,0.00,7.79
29.78,3.05,0.00,7.80
29.79,3.05,0.00,7.81
29.79,3.04,0.00,7.81
29.79,3.04,0.00,7.82
29.79,3.04,0.00,7.83
29.80,3.03,0.00,7.83
29.80,3.02,0.00,7.84
29.80,3.01,0.00,7.84
29.81,3.01,0.00,7.85
29.81,3.00,0.00,7.86
29.81,3.00,0.00,7.86
29.81,3.00,0.00,7.87
29.82,3.00,0.00,7.87
29.82,3.00,0.00,7.88
29.82,3.00,0.00,7.89
29.82,3.01,0.00,7.90
29.83,3.02,0.00,7.90
29.83,3.04,0.00,7.91
29.83,3.06,0.00,7.92
29.83,3.05,0.00,7.92
29.84,3.00,0.00,7.93
29.84,3.00,0.00,7.94
29.84,3.02,0.00,7.94
29.84,3.04,0.00,7.95
29.85,3.06,0.00,7.96
29.85,3.10,0.00,7.96
29.85,3.14,0.00,7.97
29.85,3.18,0.00,7.98
29.86,3.23,0.00,7.99
29.86,3.29,0.00,7.99
29.86,3.36,0.00,8.00
29.86,3.44,0.00,8.01
29.87,3.52,0.00,8.02
29.87,3.37,0.00,8.03
29.87,3.00,0.00,8.03
29.87,3.00,0.00,8.04
29.88,3.01,0.00,8.05
29.88,3.03,0.00,8.05
29.88,3.06,0.00,8.06
29.88,3.09,0.00,8.07
29.89,3.13,0.00,8.07
29.89,3.17,0.00,8.08
29.89,3.23,0.00,8.09
29.89,3.29,0.00,8.09
29.90,3.38,0.00,8.11
29.90,3.46,0.00,8.11
29.90,3.55,0.00,8.12
29.91,3.63,0.00,8.13
29.91,3.72,0.00,8.14
29.91,3.81,0.00,8.15
29.91,3.91,0.00,8.16
29.92,4.01,0.00,8.17
29.92,4.11,0.00,8.18
29.92,4.20,0.00,8.18
29.92,4.33,0.00,8.20
29.93,4.44,0.00,8.21
29.93,4.56,0.00,8.22
29.93,4.67,0.00,8.23
29.93,4.21,0.00,8.23
29.94,3.00,0.00,8.24
29.94,3.00,0.00,8.25
29.94,3.02,0.00,8.25
29.95,3.04,0.00,8.26
29.95,3.07,0.00,8.26
29.95,3.10,0.00,8.27
29.95,3.14,0.00,8.28
29.95,3.18,0.00,8.28
29.96,3.24,0.00,8.29
29.96,3.30,0.00,8.30
29.96,3.37,0.00,8.31
29.97,3.45,0.00,8.31
29.97,3.54,0.00,8.32
29.97,3.62,0.00,8.33
29.97,3.71,0.00,8.34
29.98,3.80,0.00,8.35
29.98,3.89,0.00,8.36
29.98,3.99,0.00,8.37
29.98,4.11,0.00,8.38
29.99,4.22,0.00,8.39
29.99,4.33,0.00,8.40
29.99,4.44,0.00,8.41
29.99,4.47,0.00,8.41
30.00,3.00,0.00,8.42
30.00,3.00,0.00,8.43
30.00,3.01,0.00,8.43
30.00,3.04,0.00,8.44
30.01,3.06,0.00,8.44
30.01,3.09,0.00,8.45
30.01,3.14,0.00,8.46
30.01,3.19,0.00,8.47
30.02,3.26,0.00,8.47
30.02,3.33,0.00,8.48
30.02,3.44,0.00,8.49
30.03,3.51,0.00,8.50
30.03,3.60,0.00,8.51
30.03,3.72,0.00,8.52
30.04,3.83,0.00,8.53
30.04,3.95,0.00,8.54
30.04,4.07,0.00,8.55
30.05,4.22,0.00,8.57
30.05,4.36,0.00,8.58
30.05,3.75,0.00,8.59
30.05,3.00,0.00,8.60
30.06,3.00,0.00,8.60
30.06,3.01,0.00,8.61
30.06,3.03,0.00,8.61
30.07,3.07,0.00,8.62
30.07,3.11,0.00,8.63
30.07,3.16,0.00,8.64
30.07,3.22,0.00,8.65
30.08,3.29,0.00,8.65
30.08,3.36,0.00,8.66
30.08,3.43,0.00,8.67
30.09,3.52,0.00,8.68
30.09,3.17,0.00,8.69
30.09,3.00,0.00,8.69
30.09,3.00,0.00,8.70
30.10,3.02,0.00,8.71
30.10,3.06,0.00,8.72
30.10,3.10,0.00,8.73
30.11,3.14,0.00,8.73
30.11,3.20,0.00,8.74
30.11,3.19,0.00,8.75
30.12,3.00,0.00,8.76
30.12,3.00,0.00,8.77
30.12,3.02,0.00,8.77
30.12,3.04,0.00,8.78
30.13,3.07,0.00,8.79
30.13,3.11,0.00,8.80
30.13,3.15,0.00,8.80
30.13,3.20,0.00,8.81
30.14,3.26,0.00,8.82
30.14,3.07,0.00,8.82
30.14,3.00,0.00,8.83
30.14,3.00,0.00,8.84
30.15,3.02,0.00,8.84
30.15,3.04,0.00,8.85
30.15,3.06,0.00,8.86
30.15,3.10,0.00,8.86
30.16,3.14,0.00,8.87
30.16,3.18,0.00,8.88
30.16,3.24,0.00,8.89
30.16,3.13,0.00,8.89
30.17,3.00,0.00,8.90
30.17,3.00,0.00,8.91
30.17,3.01,0.00,8.91
30.17,3.03,0.00,8.92
30.18,3.06,0.00,8.93
30.18,3.10,0.00,8.93
30.18,3.15,0.00,8.94
30.19,3.21,0.00,8.95
30.19,3.20,0.00,8.96
30.19,3.00,0.00,8.96
30.19,3.00,0.00,8.97
30.20,3.02,0.00,8.98
30.20,3.04,0.00,8.98
30.20,3.06,0.00,8.99
30.20,3.10,0.00,9.00
30.21,3.14,0.00,9.01
30.21,3.19,0.00,9.01
30.21,3.24,0.00,9.02
30.21,3.22,0.00,9.03
30.22,3.00,0.00,9.03
30.22,3.00,0.00,9.04
30.22,3.01,0.00,9.05
30.23,3.04,0.00,9.05
30.23,3.06,0.00,9.06
30.23,3.10,0.00,9.07
30.23,3.14,0.00,9.08
30.24,3.20,0.00,9.08
30.24,3.19,0.00,9.09
30.24,3.00,0.00,9.10
30.25,3.01,0.00,9.11
30.25,3.05,0.00,9.12
30.25,3.10,0.00,9.13
30.26,3.16,0.00,9.14
30.26,3.16,0.00,9.16
30.27,3.00,0.00,9.17
30.27,3.01,0.00,9.17
30.27,3.02,0.00,9.18
30.27,3.05,0.00,9.19
30.28,3.09,0.00,9.20
30.28,3.14,0.00,9.21
30.29,3.12,0.00,9.22
30.29,3.00,0.00,9.23
30.29,3.01,0.00,9.24
30.30,3.02,0.00,9.25
30.30,3.05,0.00,9.25
30.30,3.11,0.00,9.27
30.31,3.17,0.00,9.28
30.31,3.19,0.00,9.29
30.31,3.00,0.00,9.30
30.32,3.01,0.00,9.31
30.32,3.03,0.00,9.32
30.32,3.06,0.00,9.32
30.33,3.10,0.00,9.33
30.33,3.14,0.00,9.34
30.33,3.21,0.00,9.35
30.34,3.08,0.00,9.36
30.34,3.00,0.00,9.37
30.34,3.00,0.00,9.38
30.35,3.02,0.00,9.39
30.35,3.05,0.00,9.40
30.35,3.08,0.00,9.40
30.35,3.12,0.00,9.41
30.36,3.16,0.00,9.42
30.36,3.21,0.00,9.43
30.36,3.17,0.00,9.44
30.36,3.00,0.00,9.44
30.37,3.00,0.00,9.45
30.37,3.02,0.00,9.46
30.37,3.03,0.00,9.46
30.37,3.06,0.00,9.47
30.38,3.09,0.00,9.48
30.38,3.13,0.00,9.49
30.38,3.17,0.00,9.49
30.38,3.19,0.00,9.50
30.39,3.00,0.00,9.51
30.39,3.00,0.00,9.51
30.39,3.01,0.00,9.52
30.39,3.03,0.00,9.53
30.39,3.05,0.00,9.53
30.40,3.08,0.00,9.54
30.40,3.12,0.00,9.55
30.40,3.15,0.00,9.56
30.40,3.21,0.00,9.56
30.41,3.07,0.00,9.57
30.41,3.00,0.00,9.58
30.41,3.00,0.00,9.58
30.41,3.01,0.00,9.59
30.42,3.03,0.00,9.60
30.42,3.05,0.00,9.60
30.42,3.08,0.00,9.61
30.42,3.12,0.00,9.62
30.43,3.17,0.00,9.63
30.43,3.14,0.00,9.63
30.43,3.00,0.00,9.64
30.43,3.00,0.00,9.65
30.44,3.01,0.00,9.65
30.44,3.03,0.00,9.66
30.44,3.05,0.00,9.67
30.44,3.09,0.00,9.68
30.45,3.13,0.00,9.68
30.45,3.17,0.00,9.69
30.45,3.14,0.00,9.70
30.45,3.00,0.00,9.70
30.46,3.01,0.00,9.71
30.46,3.02,0.00,9.72
30.46,3.05,0.00,9.73
30.47,3.08,0.00,9.74
30.47,3.12,0.00,9.74
30.47,3.17,0.00,9.75
30.47,3.08,0.00,9.76
30.48,3.00,0.00,9.77
30.48,3.01,0.00,9.78
30.49,3.04,0.00,9.79
30.49,3.07,0.00,9.80
30.49,3.12,0.00,9.81
30.50,3.16,0.00,9.82
30.50,3.20,0.00,9.83
30.50,3.00,0.00,9.84
30.50,3.01,0.00,9.85
30.51,3.03,0.00,9.85
30.51,3.05,0.00,9.86
30.51,3.08,0.00,9.87
30.51,3.12,0.00,9.88
30.52,3.07,0.00,9.90
30.53,3.00,0.00,9.92
30.54,3.02,0.00,9.93
30.54,3.04,0.00,9.94
30.54,3.07,0.00,9.95
30.54,3.11,0.00,9.95
30.55,3.16,0.00,9.96
30.55,3.13,0.00,9.97
30.55,3.00,0.00,9.98
30.56,3.00,0.00,9.99
30.56,3.02,0.00,9.99
30.56,3.04,0.00,10.00
30.56,3.07,0.00,10.01
30.57,3.10,0.00,10.02
30.57,3.14,0.00,10.02
30.57,3.19,0.00,10.03
30.57,3.24,0.00,10.04
30.58,3.10,0.00,10.04
30.58,3.00,0.00,10.05
30.58,3.00,0.00,10.06
30.58,3.02,0.00,10.07
30.59,3.04,0.00,10.07
30.59,3.07,0.00,10.08
30.59,3.10,0.00,10.09
30.59,3.14,0.00,10.09
30.60,3.19,0.00,10.10
30.60,3.24,0.00,10.11
30.60,3.29,0.00,10.11
30.60,3.00,0.00,10.12
30.61,3.00,0.00,10.13
30.61,3.01,0.00,10.13
30.61,3.03,0.00,10.14
30.61,3.05,0.00,10.15
30.62,3.08,0.00,10.15
30.62,3.12,0.00,10.16
30.62,3.16,0.00,10.17
30.62,3.21,0.00,10.17
30.63,3.26,0.00,10.18
30.63,3.08,0.00,10.19
30.63,3.00,0.00,10.19
30.63,3.00,0.00,10.20
30.64,3.01,0.00,10.21
30.64,3.03,0.00,10.21
30.64,3.06,0.00,10.22
30.64,3.10,0.00,10.23
30.65,3.14,0.00,10.24
30.65,3.19,0.00,10.24
30.65,3.24,0.00,10.25
30.65,3.24,0.00,10.26
30.66,3.00,0.00,10.27
30.66,3.00,0.00,10.27
30.66,3.02,0.00,10.28
30.66,3.04,0.00,10.29
30.67,3.06,0.00,10.29
30.67,3.10,0.00,10.30
30.67,3.15,0.00,10.31
30.67,3.19,0.00,10.32
30.68,3.25,0.00,10.33
30.68,3.29,0.00,10.33
30.68,3.00,0.00,10.34
30.68,3.00,0.00,10.35
30.69,3.02,0.00,10.36
30.69,3.04,0.00,10.36
30.69,3.07,0.00,10.37
30.69,3.10,0.00,10.38
30.70,3.15,0.00,10.39
30.70,3.21,0.00,10.40
30.71,3.32,0.00,10.41
30.71,3.00,0.00,10.42
30.71,3.00,0.00,10.42
30.71,3.01,0.00,10.43
30.72,3.03,0.00,10.44
30.72,3.05,0.00,10.44
30.72,3.08,0.00,10.45
30.72,3.12,0.00,10.46
30.72,3.17,0.00,10.47
30.73,3.22,0.00,10.47
30.73,3.27,0.00,10.48
30.73,3.34,0.00,10.49
30.73,3.15,0.00,10.50
30.74,3.00,0.00,10.50
30.74,3.00,0.00,10.51
30.74,3.02,0.00,10.52
30.75,3.04,0.00,10.53
30.75,3.07,0.00,10.54
30.75,3.10,0.00,10.54
30.75,3.14,0.00,10.55
30.76,3.20,0.00,10.56
30.76,3.25,0.00,10.57
30.76,3.31,0.00,10.57
30.76,3.37,0.00,10.58
30.77,3.00,0.00,10.59
30.77,3.00,0.00,10.60
30.77,3.02,0.00,10.61
30.77,3.04,0.00,10.62
30.78,3.07,0.00,10.62
30.78,3.10,0.00,10.63
30.78,3.14,0.00,10.64
30.78,3.20,0.00,10.65
30.79,3.26,0.00,10.65
30.79,3.32,0.00,10.66
30.79,3.38,0.00,10.67
30.79,3.28,0.00,10.68
30.80,3.00,0.00,10.68
30.80,3.00,0.00,10.69
30.80,3.01,0.00,10.70
30.80,3.04,0.00,10.71
30.81,3.07,0.00,10.72
30.81,3.11,0.00,10.72
30.81,3.15,0.00,10.73
30.82,3.20,0.00,10.74
30.82,3.26,0.00,10.75
30.82,3.33,0.00,10.76
30.82,3.41,0.00,10.77
30.83,3.16,0.00,10.78
30.83,3.00,0.00,10.78
30.83,3.00,0.00,10.79
30.83,3.01,0.00,10.80
